air humidity (%);temperature level (F);pH
52,1;57,0;8,0
31,3;57,0;6,4
10,8;51,0;9,0
22,0;33,0;8,1
39,3;64,0;7,3
76,0;67,0;7,7
58,0;83,0;7,1
33,2;51,0;6,3
19,7;52,0;7,9
22,4;49,0;9,0
28,4;57,0;8,7
63,9;61,0;8,8
11,2;56,0;8,5
34,5;39,0;8,6
73,9;78,0;7,9
79,6;75,0;6,7
45,6;78,0;6,2
83,4;63,0;6,8
42,5;57,0;7,1
41,8;36,0;8,9
67,4;76,0;6,5
35,7;55,0;7,3
2,8;49,0;7,9
64,3;82,0;6,2
48,2;57,0;7,7
87,6;76,0;6,3
66,4;63,0;6,2
13,1;40,0;7,1
36,3;51,0;7,6
45,3;49,0;8,0
13,0;59,0;7,8
38,6;81,0;6,5
46,6;43,0;8,0
33,3;32,0;7,4
43,7;77,0;8,7
68,2;64,0;8,0
54,1;38,0;6,6
74,9;56,0;7,3
1,6;52,0;7,7
79,2;38,0;7,6
37,3;42,0;7,4
84,4;59,0;6,2
46,1;37,0;7,0
67,8;84,0;7,4
1,9;55,0;8,7
89,1;80,0;7,6
3,6;58,0;6,3
43,1;32,0;8,6
75,6;69,0;6,2
60,4;72,0;7,8
6,4;37,0;7,9
68,4;69,0;7,8
39,1;34,0;7,5
14,3;42,0;8,4
19,2;34,0;7,8
47,2;50,0;8,5
54,6;69,0;6,3
53,9;70,0;8,0
41,0;73,0;6,9
85,0;67,0;7,6
41,1;65,0;7,2
10,8;48,0;7,1
63,9;80,0;7,8
85,3;52,0;6,8
9,2;46,0;8,2
20,5;43,0;8,3
42,8;55,0;7,6
59,5;80,0;7,2
54,4;63,0;8,3
35,2;54,0;8,0
76,9;51,0;8,0
32,4;73,0;7,8
76,9;78,0;6,9
47,6;60,0;7,4
21,5;59,0;8,4
55,4;73,0;6,2
89,8;56,0;7,5
84,6;69,0;6,7
65,1;55,0;7,1
43,7;52,0;6,6
40,7;60,0;6,5
41,4;36,0;9,0
33,6;55,0;7,3
22,2;49,0;8,9
78,9;70,0;7,2
48,2;55,0;7,7
28,5;32,0;7,7
82,3;65,0;6,5
70,0;65,0;7,6
83,1;61,0;6,8
50,6;74,0;6,7
30,9;42,0;7,6
31,6;32,0;8,7
4,9;57,0;7,2
43,7;54,0;7,0
50,0;56,0;7,7
30,3;49,0;8,5
44,8;84,0;6,7
49,3;57,0;7,9
58,4;53,0;7,6
4,9;45,0;7,3
79,0;74,0;7,1
37,1;66,0;6,8
35,6;58,0;7,8
2,5;42,0;7,8
38,9;65,0;7,2
88,9;39,0;8,6
36,3;74,0;6,9
81,7;56,0;6,0
7,0;46,0;8,5
43,6;70,0;7,2
82,3;72,0;7,1
16,3;52,0;8,1
28,0;50,0;7,5
38,1;60,0;7,6
6,2;33,0;7,1
46,5;33,0;8,0
22,6;36,0;8,6
55,1;74,0;6,4
59,1;84,0;7,0
45,0;37,0;7,4
42,5;52,0;7,4
37,4;48,0;8,9
32,0;56,0;7,1
44,3;53,0;7,4
46,6;74,0;6,4
1,6;55,0;7,1
65,2;53,0;7,0
36,3;72,0;6,8
74,0;79,0;6,1
24,6;55,0;7,6
34,4;58,0;6,1
10,3;50,0;8,7
17,6;62,0;8,1
22,9;35,0;8,2
46,2;68,0;6,5
26,2;55,0;8,7
47,3;83,0;7,1
68,3;61,0;7,3
10,8;51,0;8,8
8,4;36,0;8,0
45,3;38,0;8,2
58,8;78,0;6,5
39,7;56,0;8,2
49,4;76,0;7,9
8,8;56,0;7,8
64,2;52,0;6,9
63,6;61,0;6,9
30,4;79,0;7,5
86,7;54,0;7,7
70,8;57,0;8,1
51,3;78,0;7,4
41,7;34,0;7,4
17,0;50,0;7,0
43,0;65,0;6,8
36,7;69,0;7,9
28,7;58,0;8,8
36,7;68,0;6,9
89,2;78,0;7,5
54,4;62,0;6,1
6,0;55,0;6,4
48,4;35,0;7,8
42,5;58,0;7,9
31,3;44,0;7,1
75,8;70,0;7,7
65,7;65,0;6,9
36,4;57,0;7,3
69,5;84,0;7,8
18,2;52,0;7,9
58,3;72,0;7,1
85,2;79,0;6,2
82,0;60,0;6,8
27,7;45,0;8,2
37,3;53,0;9,0
23,7;45,0;8,7
30,9;51,0;9,0
5,5;44,0;7,6
58,8;76,0;7,0
38,6;81,0;6,5
15,7;39,0;7,1
36,1;64,0;6,2
79,7;63,0;7,7
3,0;55,0;7,7
40,5;52,0;9,0
38,4;44,0;7,4
65,0;58,0;7,7
76,8;82,0;8,5
28,1;58,0;7,8
84,9;38,0;7,7
80,6;71,0;6,4
74,0;65,0;7,1
40,2;56,0;7,8
68,3;32,0;7,6
33,6;80,0;6,2
26,8;66,0;7,0
34,2;53,0;7,9
20,2;48,0;7,7
42,2;59,0;6,2
60,1;75,0;7,7
45,5;53,0;8,6
49,4;80,0;8,8
5,8;59,0;8,7
35,4;43,0;7,1
33,3;69,0;7,2
39,4;53,0;7,1
31,1;39,0;8,6
70,2;83,0;7,2
13,4;37,0;8,9
86,7;72,0;6,7
39,1;48,0;7,2
28,5;47,0;8,1
47,9;81,0;6,5
84,9;53,0;8,1
37,4;57,0;7,2
12,1;38,0;8,3
5,4;34,0;7,7
56,7;62,0;7,2
73,3;40,0;6,8
31,2;37,0;7,7
18,0;52,0;6,0
16,7;43,0;7,4
75,8;76,0;6,4
87,0;68,0;6,9
7,6;39,0;8,4
41,8;32,0;7,3
43,7;58,0;7,6
30,9;73,0;7,6
15,7;50,0;7,3
25,9;48,0;8,9
76,7;66,0;7,0
42,1;69,0;7,7
87,2;67,0;6,8
75,5;68,0;7,2
85,7;65,0;7,9
55,9;76,0;6,9
84,3;49,0;8,2
29,4;76,0;8,3
47,8;40,0;8,9
41,9;68,0;7,9
66,8;76,0;7,8
4,1;45,0;7,1
34,3;56,0;9,0
,5;56,0;7,7
48,9;83,0;7,6
73,6;69,0;7,3
68,6;74,0;7,1
36,7;59,0;8,3
28,5;44,0;8,0
34,1;58,0;7,2
45,8;45,0;7,4
41,4;42,0;6,5
70,5;50,0;7,0
66,2;70,0;6,1
31,9;64,0;7,8
6,8;36,0;7,4
86,4;63,0;7,9
45,4;58,0;6,4
5,3;54,0;7,7
48,3;44,0;7,6
50,7;82,0;6,6
46,7;51,0;7,2
81,8;78,0;7,8
41,3;84,0;6,8
7,8;70,0;7,7
43,6;53,0;7,2
49,5;62,0;7,1
47,7;57,0;8,5
27,8;52,0;7,1
52,4;73,0;6,3
20,5;50,0;6,6
65,7;62,0;7,3
8,7;39,0;7,7
55,7;61,0;6,9
81,1;63,0;6,6
74,3;59,0;6,5
22,4;52,0;7,9
18,9;53,0;8,9
80,2;81,0;7,1
47,1;69,0;7,7
46,3;34,0;7,6
21,9;40,0;8,1
46,0;69,0;7,0
61,6;55,0;7,7
82,7;61,0;7,4
69,7;75,0;6,6
38,4;33,0;7,2
8,2;45,0;7,7
61,8;77,0;6,5
2,6;38,0;8,3
35,0;65,0;7,4
61,8;62,0;6,8
81,3;82,0;6,5
48,9;65,0;6,6
38,6;47,0;7,8
88,2;80,0;7,9
14,2;35,0;7,8
33,6;57,0;7,6
39,8;45,0;7,8
43,8;53,0;6,8
46,1;54,0;7,9
24,9;47,0;8,5
38,0;79,0;6,0
28,4;55,0;8,0
34,9;80,0;7,4
72,0;75,0;7,3
73,0;83,0;6,6
14,2;34,0;8,8
41,0;74,0;7,7
33,8;48,0;6,9
14,7;45,0;7,8
15,8;52,0;8,8
77,0;57,0;7,9
79,8;49,0;7,7
85,7;50,0;6,5
28,0;37,0;8,2
38,1;68,0;7,6
20,0;52,0;8,9
47,2;54,0;7,7
14,2;52,0;7,4
5,1;36,0;8,5
73,3;44,0;7,6
15,5;55,0;7,9
55,4;51,0;6,0
56,9;79,0;6,9
48,4;44,0;7,3
65,3;66,0;6,1
48,4;57,0;7,2
45,0;52,0;8,8
36,3;40,0;8,5
42,3;33,0;7,5
83,6;66,0;7,3
88,5;62,0;6,6
18,9;72,0;7,5
30,7;33,0;9,0
38,6;57,0;8,3
44,3;45,0;8,2
40,7;77,0;7,0
44,2;52,0;6,7
56,2;67,0;7,6
18,7;41,0;7,8
35,5;44,0;8,9
55,7;43,0;7,4
61,9;61,0;6,5
68,0;82,0;7,3
88,6;48,0;7,5
87,6;47,0;7,9
51,6;53,0;6,3
28,4;56,0;7,7
1,8;46,0;8,2
2,0;71,0;6,1
25,9;40,0;8,5
40,3;55,0;6,3
42,6;44,0;7,1
75,6;67,0;7,1
66,3;82,0;6,6
16,6;39,0;8,1
36,0;59,0;6,1
33,8;58,0;8,4
61,6;69,0;7,0
40,3;69,0;6,9
38,2;83,0;6,5
69,2;53,0;7,3
6,3;41,0;7,9
68,9;53,0;7,4
71,0;72,0;7,8
42,4;36,0;7,4
28,8;35,0;7,3
80,9;78,0;6,2
36,3;77,0;7,3
15,1;33,0;8,4
76,7;75,0;7,6
50,3;73,0;6,1
77,2;46,0;7,4
30,7;35,0;8,8
21,7;40,0;7,8
10,3;39,0;8,9
49,0;68,0;7,8
44,2;42,0;8,1
48,1;50,0;7,1
37,2;37,0;7,3
29,2;58,0;7,6
86,8;50,0;7,1
84,6;82,0;6,1
8,2;46,0;7,4
61,8;67,0;7,5
69,9;57,0;7,1
34,4;43,0;8,2
39,4;55,0;8,4
71,9;60,0;7,4
54,5;60,0;7,3
46,5;56,0;7,0
9,7;42,0;8,4
17,7;50,0;8,5
87,2;77,0;7,5
68,5;60,0;6,4
43,4;40,0;8,0
49,0;32,0;8,1
76,2;81,0;6,8
40,3;76,0;6,6
49,2;41,0;8,0
82,5;50,0;7,5
68,0;55,0;6,6
39,0;75,0;7,7
32,7;46,0;7,3
36,4;51,0;7,4
2,0;33,0;7,9
44,1;41,0;7,5
43,3;67,0;7,5
33,8;55,0;7,8
31,1;38,0;8,0
43,7;58,0;7,8
40,4;55,0;6,0
55,9;79,0;7,0
7,7;42,0;7,2
11,9;41,0;7,0
44,2;43,0;8,7
31,3;51,0;8,3
48,1;59,0;6,4
65,5;60,0;8,4
39,6;48,0;7,2
33,7;71,0;7,3
32,2;35,0;7,7
30,9;81,0;7,1
39,1;55,0;8,0
5,7;50,0;6,9
20,4;40,0;7,3
60,3;52,0;7,8
61,2;52,0;8,6
24,9;53,0;8,2
49,9;50,0;8,7
87,6;65,0;7,1
38,5;54,0;6,0
62,6;61,0;7,9
10,2;51,0;7,7
35,3;56,0;7,2
49,6;34,0;7,3
89,2;70,0;6,4
41,4;83,0;6,8
60,2;39,0;7,2
9,3;35,0;8,0
24,0;60,0;7,9
54,7;54,0;7,4
46,5;53,0;6,0
46,8;52,0;7,9
32,3;53,0;6,7
32,4;79,0;8,0
41,1;35,0;7,3
32,0;57,0;7,5
5,2;38,0;8,4
53,2;77,0;7,6
59,7;83,0;7,0
82,0;68,0;7,9
47,2;64,0;6,3
40,4;38,0;8,1
27,1;56,0;7,2
89,2;78,0;6,7
5,3;39,0;7,9
32,1;48,0;8,8
31,7;37,0;7,2
60,3;54,0;7,5
11,1;38,0;7,5
25,5;58,0;7,4
49,8;75,0;7,0
88,4;52,0;7,6
36,6;42,0;7,6
11,9;40,0;7,9
8,0;83,0;7,9
8,3;33,0;9,0
87,8;50,0;6,2
79,4;52,0;7,4
35,6;78,0;6,4
17,1;59,0;8,3
47,7;56,0;7,5
38,9;32,0;7,4
70,5;61,0;7,0
4,2;55,0;7,4
2,5;56,0;7,6
30,0;56,0;8,9
42,5;41,0;7,6
33,3;78,0;6,1
35,0;55,0;7,4
30,1;62,0;6,9
38,7;53,0;6,7
24,7;37,0;8,9
56,9;80,0;6,7
36,7;54,0;8,3
49,2;43,0;9,0
32,0;61,0;6,5
32,1;54,0;6,2
26,5;58,0;8,6
40,9;51,0;6,4
57,5;76,0;7,9
83,9;68,0;6,3
5,9;57,0;7,2
87,5;81,0;6,5
9,7;39,0;7,1
53,6;64,0;6,6
34,1;78,0;6,0
16,0;42,0;8,1
12,9;48,0;7,1
28,2;53,0;7,7
39,6;35,0;8,2
67,8;65,0;6,7
2,4;75,0;8,5
30,4;51,0;7,2
24,3;82,0;7,8
63,0;60,0;6,1
28,4;54,0;7,6
22,9;54,0;7,3
47,3;67,0;7,3
62,8;80,0;6,4
44,4;71,0;8,0
45,0;51,0;7,1
20,9;35,0;9,0
79,8;77,0;7,3
43,5;36,0;7,7
49,2;48,0;8,4
40,9;34,0;8,9
58,0;50,0;7,0
39,4;40,0;8,1
50,2;84,0;6,8
17,7;57,0;8,4
36,2;38,0;8,8
49,8;46,0;8,2
30,3;70,0;6,5
41,0;53,0;7,9
48,2;57,0;7,7
2,5;41,0;8,4
47,3;53,0;8,4
2,6;56,0;7,6
16,8;52,0;8,7
43,4;67,0;7,9
65,0;79,0;6,6
15,5;35,0;8,5
45,4;70,0;6,5
75,0;65,0;6,8
52,0;66,0;6,4
77,5;51,0;7,6
84,4;49,0;7,3
38,9;70,0;7,9
3,6;54,0;7,1
13,0;38,0;7,5
26,1;38,0;7,5
38,4;52,0;6,5
75,8;71,0;7,4
32,9;78,0;6,1
72,1;58,0;7,2
88,5;77,0;6,2
43,8;79,0;6,4
34,5;72,0;7,9
85,1;79,0;7,8
39,1;55,0;6,0
48,9;63,0;7,9
39,9;77,0;7,5
41,4;57,0;7,6
75,7;55,0;7,8
16,7;57,0;8,3
52,6;51,0;7,2
70,3;70,0;7,5
20,4;78,0;7,5
78,6;73,0;7,5
40,2;84,0;6,1
69,3;70,0;7,9
83,6;52,0;6,1
1,7;39,0;7,1
55,5;51,0;8,4
34,6;51,0;9,0
16,7;42,0;8,6
37,7;55,0;6,7
,7;57,0;8,8
39,5;68,0;8,0
88,4;34,0;6,2
47,8;42,0;7,1
9,1;42,0;8,1
54,5;72,0;6,3
31,0;57,0;7,6
46,9;35,0;7,9
5,6;58,0;7,2
67,0;67,0;6,2
36,0;44,0;8,8
21,4;42,0;7,9
32,4;46,0;7,8
80,9;68,0;7,2
56,2;77,0;7,0
31,7;65,0;7,9
6,6;52,0;7,3
23,6;42,0;7,5
23,2;57,0;7,7
1,5;52,0;7,4
47,3;61,0;7,8
5,1;51,0;7,0
39,7;67,0;6,7
88,7;59,0;7,5
26,4;54,0;7,9
28,6;55,0;8,0
43,0;55,0;7,3
33,0;49,0;8,7
30,1;56,0;6,1
70,7;67,0;7,5
4,2;56,0;8,7
5,9;51,0;8,9
49,6;58,0;7,4
54,1;54,0;6,9
60,5;51,0;6,8
71,4;63,0;7,6
64,3;79,0;7,8
68,9;33,0;6,4
6,1;43,0;7,9
31,1;46,0;7,4
43,7;60,0;6,7
4,2;42,0;7,6
40,5;58,0;7,6
77,5;58,0;7,0
46,7;53,0;7,2
24,6;56,0;7,4
35,2;51,0;8,0
18,5;79,0;7,0
33,3;50,0;6,7
86,1;81,0;7,8
74,1;60,0;7,4
35,8;49,0;8,6
18,2;44,0;7,5
34,6;70,0;6,3
15,5;45,0;8,5
66,5;68,0;7,6
5,4;32,0;8,1
79,4;57,0;6,1
24,5;33,0;7,9
45,7;55,0;9,0
1,7;69,0;7,9
7,7;39,0;8,4
38,7;58,0;8,6
38,9;44,0;7,0
19,2;35,0;6,6
40,7;50,0;7,3
31,8;53,0;6,1
42,1;72,0;6,6
30,5;44,0;8,4
17,7;41,0;8,8
46,1;35,0;8,3
30,2;55,0;6,3
6,3;35,0;7,6
63,6;75,0;6,9
58,0;79,0;7,8
3,6;47,0;7,4
41,5;45,0;8,1
37,7;47,0;7,1
16,4;42,0;7,1
24,2;81,0;9,0
26,4;47,0;8,4
66,3;58,0;6,3
73,9;70,0;6,4
10,6;48,0;8,6
86,4;61,0;6,5
58,8;75,0;6,9
35,5;70,0;7,7
1,8;54,0;8,9
,7;48,0;8,3
53,9;61,0;7,3
39,9;40,0;7,8
38,0;54,0;7,3
84,0;60,0;7,9
56,2;55,0;6,2
5,6;48,0;7,2
63,0;83,0;6,7
43,9;70,0;8,9
34,5;53,0;6,1
85,3;50,0;7,9
37,4;33,0;7,8
40,5;42,0;8,4
33,1;62,0;6,2
85,5;54,0;6,3
85,6;76,0;7,6
48,3;60,0;6,2
88,2;53,0;6,7
13,7;39,0;7,3
48,1;56,0;6,7
31,2;52,0;7,8
32,6;51,0;7,7
35,0;42,0;7,5
76,8;60,0;7,0
83,6;55,0;6,5
27,6;43,0;6,9
65,4;71,0;7,6
58,7;57,0;7,2
13,6;41,0;8,0
51,6;51,0;6,8
85,6;55,0;7,3
5,0;71,0;7,4
28,4;43,0;8,7
55,8;57,0;7,8
51,7;55,0;6,1
71,6;69,0;7,3
1,4;53,0;8,0
35,4;51,0;6,7
47,8;43,0;8,7
44,5;80,0;6,9
86,2;63,0;7,7
36,8;44,0;7,4
21,7;41,0;7,5
30,4;82,0;7,4
46,6;51,0;8,9
9,3;49,0;8,0
74,2;66,0;7,7
65,8;77,0;6,3
37,6;73,0;7,3
23,7;32,0;7,3
28,5;57,0;8,0
57,7;78,0;6,8
67,7;55,0;7,6
53,2;81,0;6,1
23,4;76,0;6,6
50,2;77,0;7,9
71,0;67,0;6,3
30,9;81,0;7,2
26,6;45,0;7,6
15,8;43,0;7,3
41,7;52,0;7,6
78,4;79,0;6,3
54,9;76,0;7,5
8,6;57,0;8,9
64,1;63,0;6,3
48,6;39,0;7,9
86,8;80,0;6,4
28,9;44,0;8,1
19,1;40,0;7,4
40,6;34,0;7,9
16,6;44,0;7,0
44,6;33,0;8,8
89,9;75,0;6,4
60,7;63,0;7,5
14,6;35,0;7,5
44,5;35,0;6,7
25,3;44,0;8,9
29,0;34,0;7,3
18,0;42,0;8,7
9,1;47,0;8,9
12,4;39,0;7,8
48,1;48,0;6,5
20,6;48,0;7,2
21,0;43,0;8,5
26,2;68,0;7,8
68,1;57,0;7,0
40,7;40,0;8,6
17,6;67,0;8,8
28,4;54,0;9,0
32,5;84,0;7,4
9,7;67,0;6,7
28,1;51,0;8,5
,5;33,0;7,9
80,2;71,0;6,8
84,0;63,0;6,4
81,7;62,0;7,4
30,7;58,0;8,8
87,6;59,0;7,2
6,2;55,0;6,2
39,2;46,0;7,9
68,1;66,0;7,4
44,6;44,0;8,4
60,4;59,0;8,0
67,1;58,0;7,8
69,5;58,0;6,2
80,9;61,0;7,1
73,4;73,0;7,4
82,4;50,0;7,5
9,1;59,0;9,0
38,5;69,0;8,4
35,5;55,0;7,9
,2;60,0;6,9
21,0;40,0;7,5
43,1;73,0;7,4
51,1;65,0;7,5
24,1;50,0;7,9
66,0;82,0;7,9
80,4;54,0;7,1
14,5;35,0;8,5
44,9;76,0;9,0
46,4;58,0;7,0
75,0;59,0;7,1
7,4;53,0;8,4
11,3;38,0;7,7
75,9;78,0;6,2
7,2;43,0;7,3
24,8;32,0;8,2
75,3;53,0;7,3
39,9;68,0;6,8
65,6;73,0;7,3
69,3;56,0;6,6
87,5;56,0;8,0
46,5;54,0;8,3
44,0;75,0;8,3
36,4;59,0;7,9
44,1;38,0;8,8
59,8;51,0;6,6
27,4;55,0;7,7
38,8;43,0;7,0
44,4;57,0;8,1
9,3;33,0;7,7
51,9;55,0;7,8
52,4;81,0;6,2
13,2;38,0;7,9
69,6;53,0;7,2
57,5;68,0;6,3
26,7;40,0;7,2
46,4;65,0;6,6
89,9;61,0;8,0
65,7;50,0;6,3
69,6;56,0;7,6
45,9;43,0;8,2
51,6;77,0;6,3
18,3;36,0;7,3
59,8;60,0;7,1
22,5;61,0;7,4
32,4;51,0;7,2
40,2;51,0;7,2
43,0;40,0;8,2
37,0;53,0;7,3
17,6;51,0;6,3
42,3;51,0;7,0
62,0;68,0;6,5
14,9;57,0;7,5
22,4;43,0;7,6
53,5;80,0;6,6
33,7;57,0;6,7
32,8;80,0;8,1
2,8;48,0;8,9
39,6;68,0;6,3
81,8;54,0;6,8
39,4;75,0;6,5
67,0;80,0;7,9
66,1;55,0;6,5
87,1;68,0;7,8
16,4;55,0;8,8
42,0;75,0;6,5
18,9;66,0;8,3
50,0;50,0;7,9
71,1;51,0;7,2
12,7;44,0;8,2
20,1;52,0;8,9
19,3;48,0;8,0
35,3;50,0;7,5
61,6;83,0;6,9
31,5;34,0;8,1
51,8;71,0;7,2
14,0;44,0;7,7
48,2;55,0;7,7
26,3;58,0;7,5
18,4;42,0;8,3
19,6;42,0;6,6
41,8;50,0;6,0
58,5;51,0;6,9
36,2;60,0;7,0
12,5;33,0;8,9
40,3;35,0;7,4
11,1;37,0;8,7
50,8;33,0;7,4
31,9;82,0;8,5
43,1;57,0;8,7
72,8;64,0;6,9
15,7;43,0;7,7
17,6;48,0;8,4
39,6;65,0;7,7
31,4;36,0;8,9
43,6;34,0;8,6
,6;38,0;8,8
30,6;37,0;8,6
37,7;72,0;7,9
,5;41,0;6,4
55,8;65,0;6,9
70,4;63,0;6,4
1,7;51,0;8,4
41,5;35,0;7,9
78,7;81,0;6,3
88,0;57,0;6,6
78,7;64,0;7,4
43,9;38,0;8,1
89,0;68,0;8,0
30,4;46,0;8,3
85,6;56,0;7,5
71,2;57,0;6,8
18,0;59,0;7,1
44,2;47,0;7,2
60,1;72,0;6,3
30,4;57,0;7,9
29,7;50,0;7,9
12,6;33,0;8,1
89,2;68,0;7,7
53,0;59,0;7,3
37,3;79,0;7,1
83,9;75,0;6,7
2,4;32,0;8,6
36,9;65,0;6,5
29,6;58,0;8,5
87,4;71,0;7,0
41,7;45,0;8,2
42,0;71,0;6,3
41,2;66,0;7,1
15,8;43,0;7,8
46,5;61,0;7,0
76,5;83,0;6,2
83,0;68,0;6,1
46,7;34,0;8,9
10,0;45,0;8,8
57,5;81,0;6,6
54,3;67,0;7,6
61,4;73,0;7,5
31,9;40,0;7,1
32,1;52,0;6,9
82,9;84,0;7,1
7,9;38,0;7,6
21,7;47,0;7,2
65,8;72,0;6,4
2,3;52,0;8,8
71,4;44,0;7,5
28,2;56,0;7,7
76,6;65,0;6,0
64,5;51,0;6,3
17,7;64,0;7,3
40,3;58,0;7,0
72,5;62,0;7,3
2,9;56,0;8,3
54,8;82,0;7,1
88,5;57,0;7,6
84,9;55,0;7,8
24,1;37,0;8,8
84,4;76,0;6,4
23,3;43,0;8,4
38,9;76,0;6,8
70,3;75,0;6,0
2,2;83,0;6,8
51,8;74,0;7,5
42,1;81,0;7,7
9,2;48,0;8,9
23,8;36,0;8,7
45,8;39,0;8,5
52,0;54,0;7,3
78,1;66,0;7,5
,2;36,0;7,8
10,1;40,0;7,7
16,5;42,0;7,1
80,2;35,0;7,8
85,7;73,0;6,6
63,3;55,0;6,1
21,9;43,0;8,0
44,2;40,0;6,4
43,6;37,0;8,7
37,4;83,0;6,1
47,5;33,0;7,6
20,6;34,0;8,7
61,8;76,0;7,4
42,4;51,0;7,1
2,8;45,0;7,5
12,4;33,0;8,3
34,2;43,0;8,8
88,5;71,0;7,8
85,8;70,0;7,5
,1;47,0;8,3
76,8;37,0;7,9
49,2;42,0;6,5
62,4;71,0;6,8
47,9;38,0;8,1
40,1;70,0;7,9
88,2;72,0;6,0
19,6;41,0;7,3
14,7;37,0;7,7
87,2;50,0;6,2
62,6;81,0;7,5
41,0;58,0;8,9
11,8;45,0;8,8
73,1;55,0;7,3
68,6;75,0;7,0
47,7;79,0;7,3
80,9;68,0;6,9
38,5;69,0;6,0
47,0;67,0;7,7
66,4;71,0;7,4
7,5;46,0;7,0
70,5;55,0;7,0
30,7;71,0;7,9
29,5;34,0;7,6
48,5;65,0;7,3
22,7;52,0;8,1
71,7;51,0;6,5
66,4;63,0;8,0
44,7;40,0;8,4
87,4;48,0;7,9
,9;46,0;8,6
56,5;51,0;6,2
49,8;64,0;7,8
49,9;48,0;8,8
7,8;32,0;7,8
47,2;55,0;8,8
62,0;73,0;7,6
40,9;60,0;6,4
44,1;32,0;7,6
64,3;54,0;7,3
44,7;48,0;7,2
1,3;39,0;7,3
48,1;63,0;7,2
14,3;41,0;8,7
81,1;67,0;6,1
37,7;61,0;7,7
49,2;36,0;7,3
78,1;55,0;6,5
17,6;40,0;7,4
39,2;55,0;7,4
51,8;69,0;6,6
39,1;42,0;8,9
13,4;58,0;8,7
25,6;61,0;7,3
38,0;38,0;7,1
81,6;49,0;7,8
63,6;47,0;8,9
8,3;49,0;8,8
83,8;67,0;7,3
16,8;43,0;7,4
57,8;60,0;7,6
69,3;59,0;6,1
23,5;51,0;9,0
49,3;64,0;6,3
27,2;57,0;8,4
44,2;46,0;8,3
21,3;32,0;8,2
68,4;74,0;7,6
18,3;43,0;7,3
19,2;53,0;7,5
48,3;46,0;7,2
77,3;68,0;7,6
85,5;73,0;7,2
4,8;41,0;7,1
39,0;36,0;8,2
11,6;58,0;7,0
43,8;54,0;7,8
21,8;68,0;8,5
89,1;70,0;7,3
87,2;82,0;6,3
45,2;47,0;7,0
5,3;52,0;7,4
30,7;58,0;7,2
40,7;50,0;7,7
30,6;58,0;7,9
35,4;73,0;7,9
73,8;73,0;8,8
43,9;37,0;8,3
34,7;44,0;8,8
28,2;52,0;8,0
33,2;57,0;7,4
39,7;53,0;6,9
63,7;71,0;7,4
44,9;56,0;7,3
29,9;44,0;7,7
,0;50,0;7,8
69,7;52,0;7,5
20,8;50,0;7,8
21,7;40,0;8,5
,2;41,0;7,3
33,6;45,0;7,9
39,2;44,0;8,5
62,6;57,0;8,0
16,0;49,0;8,8
77,9;65,0;7,6
14,7;45,0;8,6
63,6;53,0;6,2
52,4;70,0;6,4
22,6;41,0;7,0
18,4;56,0;8,8
62,2;75,0;7,6
46,6;54,0;8,1
11,8;51,0;8,6
32,9;38,0;8,3
66,2;64,0;6,3
36,3;41,0;8,1
22,5;57,0;6,3
79,7;75,0;6,1
27,9;58,0;7,3
41,3;83,0;7,6
42,2;52,0;8,0
30,7;43,0;7,4
20,5;33,0;7,7
68,6;53,0;6,0
21,5;55,0;8,5
78,7;44,0;8,0
70,0;59,0;6,5
,1;73,0;7,0
79,3;79,0;6,4
48,7;46,0;7,1
15,4;56,0;8,1
6,0;57,0;7,4
49,2;50,0;6,9
68,2;72,0;7,3
17,0;41,0;8,0
11,2;32,0;8,0
3,3;36,0;8,1
77,1;84,0;8,1
77,6;51,0;6,2
47,5;67,0;7,1
19,5;43,0;7,5
68,2;74,0;6,6
15,0;47,0;7,1
13,7;39,0;8,9
46,3;80,0;7,6
83,2;68,0;7,0
62,8;79,0;7,4
14,8;59,0;8,0
13,9;42,0;8,2
30,5;80,0;6,4
42,6;44,0;8,0
45,4;55,0;7,6
6,5;51,0;8,6
54,1;74,0;7,8
37,5;70,0;6,2
26,4;71,0;8,4
73,1;84,0;7,1
71,5;79,0;7,3
40,1;45,0;7,7
46,6;46,0;7,8
61,6;62,0;7,1
43,3;68,0;7,9
78,9;62,0;7,0
33,4;58,0;8,3
13,8;36,0;7,4
83,1;35,0;8,2
5,0;37,0;6,8
18,1;54,0;7,3
2,2;56,0;8,7
34,1;32,0;8,1
83,6;53,0;6,1
83,6;65,0;7,9
16,6;35,0;7,6
71,6;79,0;7,2
37,9;72,0;6,2
,8;32,0;7,1
60,2;59,0;8,3
47,9;54,0;8,8
70,0;67,0;7,1
87,3;54,0;7,5
65,8;55,0;8,0
88,9;81,0;6,8
68,2;32,0;7,5
35,2;47,0;7,4
42,1;34,0;8,2
30,6;57,0;6,9
55,2;74,0;7,6
41,1;39,0;7,5
1,4;50,0;7,7
74,1;72,0;6,6
70,7;55,0;6,1
59,7;73,0;6,6
4,2;43,0;7,6
25,1;76,0;8,4
31,9;62,0;7,6
24,5;35,0;7,1
7,2;52,0;7,1
38,4;39,0;8,7
25,5;57,0;6,9
56,0;58,0;6,1
6,7;57,0;7,1
63,8;58,0;7,2
65,5;38,0;7,8
3,7;46,0;8,5
34,9;51,0;7,0
57,3;70,0;6,2
67,1;64,0;6,8
9,8;32,0;7,6
64,8;56,0;7,1
75,0;55,0;7,7
